guide_id,vienna_mfe_energy_spacer,vienna_ensemble_energy_spacer,vienna_seed_mfe_spacer,vienna_seed_ensemble_spacer,vienna_mean_unpaired_spacer,vienna_mfe_energy_full,vienna_ensemble_energy_full,vienna_seed_mfe_full,vienna_seed_ensemble_full,vienna_mean_unpaired_full,vienna_unpaired_spacer_01,vienna_unpaired_full_01,vienna_unpaired_spacer_02,vienna_unpaired_full_02,vienna_unpaired_spacer_03,vienna_unpaired_full_03,vienna_unpaired_spacer_04,vienna_unpaired_full_04,vienna_unpaired_spacer_05,vienna_unpaired_full_05,vienna_unpaired_spacer_06,vienna_unpaired_full_06,vienna_unpaired_spacer_07,vienna_unpaired_full_07,vienna_unpaired_spacer_08,vienna_unpaired_full_08,vienna_unpaired_spacer_09,vienna_unpaired_full_09,vienna_unpaired_spacer_10,vienna_unpaired_full_10,vienna_unpaired_spacer_11,vienna_unpaired_full_11,vienna_unpaired_spacer_12,vienna_unpaired_full_12,vienna_unpaired_spacer_13,vienna_unpaired_full_13,vienna_unpaired_spacer_14,vienna_unpaired_full_14,vienna_unpaired_spacer_15,vienna_unpaired_full_15,vienna_unpaired_spacer_16,vienna_unpaired_full_16,vienna_unpaired_spacer_17,vienna_unpaired_full_17,vienna_unpaired_spacer_18,vienna_unpaired_full_18,vienna_unpaired_spacer_19,vienna_unpaired_full_19,vienna_unpaired_spacer_20,vienna_unpaired_full_20
ENSDARG00000002193_0_6,-5.2100,-5.6215,0.375000,0.386422,0.464929,-20.5200,-22.4249,0.250000,0.280777,0.520386,0.002641,0.751008,0.000248,0.723834,0.001237,0.685008,0.001738,0.721712,0.087609,0.842537,0.994121,0.950090,0.563577,0.449638,0.998188,0.482310,0.999993,0.481591,0.999934,0.528526,0.990863,0.922848,0.567057,0.622401,0.997178,0.151006,0.088646,0.080324,0.001556,0.095893,0.001324,0.012167,0.000339,0.002661,0.002547,0.003027,0.999891,0.951372,0.999897,0.949765
ENSDARG00000002193_0_7,-5.8800,-6.2660,0.250000,0.329539,0.448728,-20.3500,-22.5338,1.000000,0.468646,0.411648,0.956042,0.186144,0.955752,0.228216,0.371147,0.110952,0.007154,0.014882,0.028001,0.250268,0.044080,0.414717,0.044190,0.498026,0.082854,0.513079,0.981888,0.563311,0.955013,0.576253,0.956088,0.560558,0.956031,0.567398,0.956252,0.433109,0.999871,0.657994,0.080401,0.406343,0.044385,0.271184,0.044510,0.417581,0.045883,0.476049,0.050067,0.466839,0.414942,0.620066
ENSDARG00000002193_0_8,-2.9200,-3.4664,0.250000,0.345045,0.471324,-20.0800,-22.1492,0.250000,0.337341,0.507898,0.977514,0.919648,0.969004,0.747964,0.048680,0.722335,0.025755,0.765532,0.037633,0.827772,0.065956,0.733687,0.083230,0.373776,0.993871,0.340777,0.513597,0.297039,0.983937,0.673415,0.992180,0.725717,0.974777,0.331569,0.969791,0.302280,0.463940,0.415594,0.970305,0.024368,0.055178,0.021405,0.066444,0.284112,0.063714,0.277169,0.063687,0.961482,0.107300,0.412321
ENSDARG00000002193_0_9,-3.0700,-3.1590,1.000000,0.983265,0.690987,-18.7100,-20.2242,0.375000,0.512656,0.442023,0.009508,0.107856,0.007406,0.086205,0.021515,0.109007,0.996137,0.970694,0.999996,0.976133,0.999968,0.971811,0.999928,0.961581,0.021326,0.036556,0.011948,0.025428,0.014140,0.052313,0.925820,0.219585,0.945926,0.222036,0.995460,0.228873,0.995481,0.851546,0.999790,0.332276,0.989633,0.222448,0.997767,0.217346,0.946041,0.402323,0.942059,0.921759,0.999885,0.924682
ENSDARG00000002193_0_10,-1.7200,-2.3723,0.625000,0.727471,0.617812,-20.7600,-23.0345,0.625000,0.553317,0.348177,0.900938,0.462631,0.488710,0.187796,0.500087,0.320650,0.301936,0.071145,0.212774,0.060716,0.216145,0.075112,0.995678,0.206761,0.962048,0.055692,0.835302,0.126026,0.855183,0.144421,0.069888,0.015260,0.197779,0.810795,0.288284,0.819203,0.999768,0.936173,0.507129,0.854276,0.522428,0.916209,0.996668,0.841177,0.799076,0.012406,0.841972,0.010105,0.864440,0.036990
ENSDARG00000003025_2_1,-5.2900,-5.3973,0.500000,0.510187,0.498838,-20.7500,-22.4896,0.125000,0.268125,0.397166,0.005835,0.131398,0.000889,0.002890,0.002481,0.003538,0.016884,0.017696,0.026880,0.121001,0.978833,0.804387,0.957070,0.887458,0.999807,0.958646,0.981424,0.862592,0.969914,0.934423,0.931586,0.856091,0.023653,0.218200,0.034964,0.218425,0.023644,0.241554,0.022623,0.095614,0.038044,0.090152,0.987518,0.814573,0.987058,0.306828,0.987701,0.312828,0.999943,0.065028
ENSDARG00000003025_2_2,-1.0200,-2.0779,0.500000,0.701719,0.643639,-21.1600,-23.0019,0.375000,0.389580,0.480889,0.673396,0.792211,0.611038,0.254275,0.408460,0.297395,0.653501,0.417358,0.362382,0.590274,0.411774,0.809223,0.439928,0.596858,0.951605,0.723852,0.873103,0.906991,0.754522,0.762081,0.716172,0.337604,0.403158,0.013020,0.346658,0.002948,0.307049,0.012662,0.772271,0.056736,0.751128,0.019438,0.508074,0.027491,0.964960,0.999660,0.980429,0.999295,0.983181,0.998405
ENSDARG00000003025_2_3,0.0000,-0.4627,1.000000,0.818218,0.852130,-22.6600,-23.9598,0.500000,0.407108,0.409463,0.962770,0.495259,0.851558,0.466924,0.831851,0.489860,0.863673,0.086729,0.887602,0.561535,0.757681,0.196693,0.830174,0.115310,0.818079,0.206312,0.962299,0.435218,0.882578,0.501824,0.879593,0.532729,0.968995,0.844016,0.949158,0.558213,0.950984,0.582340,0.936670,0.059303,0.919792,0.020621,0.677562,0.010878,0.522637,0.030656,0.744976,0.999663,0.843964,0.995189
ENSDARG00000003025_2_4,-0.2500,-0.9975,0.500000,0.647489,0.704372,-17.5100,-19.3969,0.250000,0.384711,0.468748,0.971003,0.242520,0.947320,0.177745,0.953658,0.279139,0.778517,0.736848,0.393330,0.187308,0.378791,0.370167,0.407452,0.813506,0.463059,0.939695,0.885864,0.335882,0.829226,0.293925,0.927249,0.946142,0.972061,0.974391,0.497621,0.958421,0.404910,0.116417,0.346003,0.063565,0.338557,0.064615,0.712577,0.940793,0.936232,0.129689,0.958230,0.239778,0.985785,0.564406
ENSDARG00000003025_2_5,-1.5900,-1.9017,0.750000,0.777448,0.666505,-19.1000,-21.2745,0.625000,0.631295,0.555963,0.267554,0.569618,0.321262,0.350988,1.000000,0.328015,0.147441,0.625076,0.135773,0.623482,1.000000,0.707847,0.896403,0.484221,0.896070,0.609211,1.000000,0.888272,0.225448,0.383803,0.220565,0.373518,1.000000,0.124856,0.849055,0.074646,0.149121,0.059793,0.309026,0.064249,0.957886,0.961679,1.000000,0.966733,0.958458,0.956877,1.000000,0.994525,0.996037,0.971855
ENSDARG00000003025_2_6,-2.2100,-2.6064,0.625000,0.668078,0.499977,-21.4300,-22.8062,0.625000,0.644101,0.325801,0.135845,0.056512,0.119324,0.037012,0.233721,0.777410,0.938474,0.114725,0.950125,0.075809,0.931936,0.109001,0.306847,0.040796,0.194605,0.055618,0.197736,0.020350,0.228906,0.020962,0.221251,0.018855,0.196151,0.036154,0.946184,0.987597,0.990207,0.987425,0.979009,0.969999,0.916495,0.982273,0.937576,0.997053,0.183577,0.116717,0.159175,0.053166,0.232402,0.058578
ENSDARG00000003025_2_7,-4.1600,-4.3289,0.375000,0.409355,0.521036,-21.0200,-23.4455,0.250000,0.399671,0.452862,0.882079,0.768489,0.978580,0.554524,0.090645,0.551972,0.017149,0.691413,0.021864,0.793898,0.977647,0.724462,0.143064,0.386728,0.144299,0.534353,0.989630,0.327706,0.976254,0.082802,0.964305,0.041976,0.960371,0.401544,0.041190,0.333227,0.031587,0.285034,0.876508,0.293687,0.138440,0.208752,0.024752,0.166692,0.183704,0.185712,0.988468,0.849221,0.990190,0.875041
ENSDARG00000003025_2_8,0.0000,-0.9883,1.000000,0.727680,0.737424,-22.4400,-24.2156,0.500000,0.641798,0.414315,0.919603,0.037677,0.516056,0.019158,0.503151,0.019924,0.766637,0.071937,0.972653,0.989756,0.611738,0.047253,0.745588,0.060188,0.785840,0.028670,0.990635,0.536911,0.997130,0.747683,0.603459,0.385499,0.514541,0.207266,0.482054,0.247262,0.495981,0.536664,0.726498,0.635375,0.987705,0.659742,0.624116,0.535919,0.563600,0.528660,0.970360,0.996728,0.971125,0.994037
ENSDARG00000003025_2_10,-0.7900,-1.2359,0.750000,0.777908,0.789043,-21.1200,-22.5606,0.250000,0.358865,0.436515,0.749058,0.888101,0.981429,0.846826,0.744163,0.874710,0.743052,0.125944,0.966382,0.202749,0.946946,0.054071,0.950228,0.064548,0.980283,0.169615,0.977045,0.809637,0.423465,0.490772,0.274283,0.573852,0.821266,0.758566,0.981429,0.105358,0.728483,0.207412,0.873276,0.280373,0.455935,0.076755,0.333853,0.083908,0.952477,0.952989,0.912326,0.212008,0.985486,0.952116
ENSDARG00000003469_0_2,-0.8400,-1.6488,0.625000,0.711787,0.743297,-21.3600,-22.9704,0.625000,0.645935,0.450257,0.870989,0.955875,0.872522,0.256142,0.997858,0.314244,0.996606,0.992317,0.994924,0.191149,0.568031,0.083991,0.113850,0.138074,0.105983,0.848890,0.993687,0.009375,0.964236,0.003165,0.750601,0.011311,0.942347,0.033130,0.999970,0.519842,0.999910,0.644539,0.694177,0.182030,0.627935,0.809951,0.985719,0.994135,0.426595,0.982130,0.439807,0.984615,0.520185,0.050236
ENSDARG00000003469_0_3,-0.9400,-1.5377,0.750000,0.774908,0.624463,-18.2900,-20.5205,0.625000,0.649042,0.534442,0.141395,0.639490,0.128137,0.313468,0.993005,0.335933,0.199986,0.715448,0.216458,0.544582,0.634994,0.604608,0.998551,0.650661,0.971989,0.500439,0.973992,0.906468,0.626601,0.083537,0.219221,0.050644,0.185659,0.151228,0.142418,0.637578,0.148983,0.939840,0.999698,0.334323,0.963746,0.331362,0.960238,0.338947,0.994384,0.992216,0.992129,0.724050,0.997665,0.894016
ENSDARG00000003469_0_4,-3.6800,-4.0864,0.500000,0.514543,0.472439,-17.9400,-20.2795,0.750000,0.639874,0.449101,0.998088,0.274259,0.087930,0.057728,0.025483,0.031107,0.002441,0.025451,0.003506,0.106941,0.008659,0.073172,0.599416,0.160416,0.999817,0.315790,0.999974,0.923854,0.999669,0.588983,0.601396,0.796218,0.006056,0.509113,0.002765,0.447776,0.002220,0.497414,0.025565,0.736327,0.086800,0.593218,0.999831,0.684561,0.999665,0.590536,0.999660,0.807750,0.999839,0.761408
ENSDARG00000003469_0_6,-2.9100,-3.3943,0.500000,0.564861,0.605080,-22.5700,-24.1132,0.125000,0.170654,0.315734,0.978283,0.971311,0.822938,0.970686,0.279015,0.957316,0.094036,0.954532,0.068618,0.958774,0.215602,0.020078,0.818156,0.019588,1.000000,0.026053,0.944043,0.019166,0.942790,0.021212,0.760490,0.013531,0.658740,0.017197,0.260458,0.244628,0.999865,0.771608,0.128786,0.036648,0.276141,0.016599,0.041721,0.105446,0.942886,0.077426,0.941490,0.055980,0.927544,0.056900
ENSDARG00000003469_0_7,-2.2400,-2.7091,0.375000,0.430171,0.532084,-19.1500,-21.3009,0.250000,0.348745,0.549221,0.024487,0.383837,0.028723,0.382364,0.568889,0.603822,0.419459,0.955622,1.000000,0.971193,0.980708,0.935804,0.152668,0.933254,0.146714,0.944233,0.978057,0.562403,0.975580,0.525851,0.956680,0.400896,0.968357,0.595177,0.218110,0.321706,0.234160,0.499378,0.843060,0.917051,0.863616,0.048914,0.149941,0.001999,0.062645,0.001186,0.069853,0.005268,0.999983,0.994455
ENSDARG00000003469_0_8,-0.3400,-0.9633,1.000000,0.967689,0.829578,-21.7200,-23.5543,1.000000,0.854882,0.530656,0.705128,0.029370,0.324460,0.003288,0.611438,0.000559,0.854621,0.001449,0.825124,0.001441,0.979383,0.000100,0.928501,0.008083,0.793954,0.014727,0.852671,0.948449,0.606375,0.908283,0.482947,0.980306,0.885436,0.877996,0.998312,0.845966,0.889992,0.761805,0.920506,0.882896,0.984189,0.898493,0.965973,0.933882,0.987369,0.982844,0.997677,0.714543,0.997497,0.818630
ENSDARG00000003469_0_9,-0.4800,-0.9793,1.000000,0.948960,0.782050,-21.5800,-23.0646,1.000000,0.733718,0.356691,0.512810,0.055203,0.336837,0.031556,0.324475,0.971251,0.969775,0.048051,0.980787,0.031350,0.971780,0.018396,0.963644,0.011962,0.281778,0.002683,0.275004,0.002561,0.469822,0.014652,0.993811,0.025980,0.968802,0.050441,0.958275,0.445508,0.983869,0.899201,0.984324,0.725817,0.980034,0.741233,0.961137,0.948621,0.906298,0.778176,0.907216,0.664102,0.910527,0.667085
ENSDARG00000003469_0_10,0.0000,-0.0062,1.000000,0.998170,0.999023,-14.6600,-17.3672,1.000000,0.750815,0.658999,0.999844,0.816234,0.999963,0.504031,0.999419,0.551928,0.999311,0.754892,0.999924,0.579616,0.997597,0.701354,0.999411,0.461134,0.999841,0.333017,0.999787,0.460529,1.000000,0.953783,1.000000,0.539646,1.000000,0.517308,0.990226,0.487171,1.000000,0.615498,1.000000,0.831838,1.000000,0.734341,0.999943,0.637531,0.997952,0.918276,0.998342,0.987594,0.998893,0.794269
ENSDARG00000003751_7_1,-2.2000,-2.8301,0.375000,0.530984,0.572978,-23.8600,-24.7849,0.625000,0.631431,0.500277,0.099726,0.006312,0.064194,0.002141,0.081641,0.002850,0.928536,0.002155,0.386708,0.004566,0.323914,0.011759,0.893252,0.018451,0.997402,0.985424,0.946692,0.969853,0.953306,0.970039,0.723329,0.984354,0.812980,0.996189,0.562256,0.994378,0.545607,0.979845,0.108177,0.949936,0.048716,0.037704,0.066168,0.048083,0.952580,0.063145,0.975222,0.994826,0.989147,0.983528
ENSDARG00000003751_7_2,-3.6400,-3.7154,1.000000,0.981197,0.696333,-22.7700,-24.8920,0.000000,0.268208,0.378730,0.028944,0.223840,0.021076,0.119595,0.020485,0.143586,0.976741,0.671724,0.980726,0.676861,0.994823,0.828994,0.995757,0.853940,0.989392,0.668299,0.038921,0.078760,0.029151,0.105757,0.038342,0.217022,0.962723,0.840558,0.979073,0.494694,0.967248,0.289508,0.992727,0.409868,0.991315,0.215053,0.993784,0.265596,0.978014,0.196331,0.961143,0.171804,0.986274,0.102813
ENSDARG00000003751_7_3,-1.0200,-1.9363,0.625000,0.589423,0.603305,-22.3100,-23.8134,0.500000,0.507205,0.475602,0.977720,0.438292,0.350098,0.109189,0.315740,0.037820,0.985853,0.027987,0.207710,0.030981,0.157080,0.356237,0.294932,0.377482,0.939824,0.703048,0.899954,0.725346,0.919865,0.922914,0.668619,0.848237,0.633315,0.876859,0.639959,0.871842,0.939914,0.971078,0.560071,0.093156,0.144405,0.043937,0.159773,0.041582,0.912988,0.998866,0.652354,0.998994,0.705921,0.038186
ENSDARG00000003751_7_4,-3.5200,-3.6585,0.500000,0.516176,0.419669,-18.0700,-20.3095,0.500000,0.347052,0.530093,0.153720,0.790225,0.026758,0.780957,0.020292,0.758379,0.008281,0.799177,0.008669,0.793085,0.018629,0.792959,0.999759,0.924674,0.980458,0.866602,0.980523,0.482140,0.998659,0.361271,0.039569,0.140624,0.028653,0.335362,0.026380,0.036501,0.006299,0.017946,0.006369,0.016932,0.154462,0.492639,0.980080,0.413865,0.979720,0.468600,0.981613,0.786796,0.994481,0.543136
ENSDARG00000003751_7_5,-2.8800,-3.5339,1.000000,0.715693,0.658487,-22.0900,-24.0953,0.625000,0.605683,0.293960,0.368557,0.141447,0.367193,0.013818,0.372358,0.011644,0.789513,0.067481,0.971528,0.078552,1.000000,0.394286,0.814922,0.079295,0.998400,0.064839,0.982479,0.072803,0.257660,0.003497,0.261651,0.086023,0.259932,0.020044,0.981565,0.922510,0.882161,0.997701,0.977080,0.982495,0.971554,0.994918,0.398433,0.014563,0.379702,0.001737,0.383262,0.495796,0.751784,0.435745
ENSDARG00000003751_7_6,0.0000,-0.4542,1.000000,0.875069,0.886854,-18.7500,-20.8032,0.125000,0.163992,0.530026,0.590968,0.893837,0.642405,0.884423,0.907827,0.893752,0.906801,0.901288,0.898566,0.898460,0.996341,0.811013,0.971266,0.769372,0.922333,0.394414,0.985152,0.564195,0.968022,0.503095,0.952168,0.913833,0.994687,0.860907,0.653028,0.941746,0.576959,0.114173,0.924032,0.068404,0.941735,0.009094,0.972846,0.056276,0.952910,0.014423,0.989639,0.015897,0.989408,0.091919
ENSDARG00000003751_7_7,-5.1900,-5.2322,0.750000,0.749866,0.600507,-22.0700,-24.4829,0.500000,0.569306,0.389934,0.987067,0.779323,0.006664,0.680592,0.004125,0.458989,0.003840,0.907592,0.004900,0.169858,0.998931,0.073688,0.999841,0.007786,0.999952,0.010624,0.999952,0.008558,0.999986,0.007129,0.004434,0.005922,0.001515,0.134172,0.000537,0.413938,0.003274,0.418893,0.999880,0.921089,0.996599,0.755909,0.999466,0.715849,0.999448,0.724357,0.999874,0.332783,0.999847,0.271629
ENSDARG00000003751_7_8,-3.1500,-3.8452,0.500000,0.596363,0.620094,-27.0500,-28.4085,0.375000,0.416935,0.481697,0.538688,0.855777,0.484928,0.815441,0.482204,0.954962,0.870460,0.862186,0.853148,0.850096,0.943390,0.950101,0.831540,0.941959,0.497201,0.012798,0.381650,0.006509,0.433383,0.007876,0.410131,0.005609,0.904247,0.035156,0.827624,0.996356,0.952775,0.995922,0.229944,0.001213,0.135718,0.000213,0.146485,0.000330,0.557521,0.031696,0.950457,0.998498,0.970382,0.311249
ENSDARG00000003751_7_9,-6.8400,-7.0485,0.375000,0.397813,0.518235,-19.9400,-22.5220,0.500000,0.416831,0.428991,0.996737,0.545531,0.966976,0.285546,0.999486,0.357655,0.188454,0.120609,0.000695,0.012349,0.000606,0.009499,0.000653,0.010230,0.028765,0.060674,0.999995,0.969768,0.999974,0.936368,0.999959,0.957380,0.999901,0.979556,0.999979,0.985146,0.998954,0.982230,0.029361,0.097109,0.000143,0.013359,0.000087,0.022870,0.000668,0.034646,0.188976,0.339528,0.964337,0.859760
